"","X1","project","year","fellow","region","match"
"8934",3062,"
              To obtain further knowledge in the techniques of ""lost wax"" bronze casting and in particular the methods applied in the casting of bells - UK, Italy, Nepal, USA
",1989,"WILDING, David","Nepal","yes"
"8935",3062,"
              To obtain further knowledge in the techniques of ""lost wax"" bronze casting and in particular the methods applied in the casting of bells - UK, Italy, Nepal, USA
",1989,"WILDING, David","USA","yes"
"8936",3063,"
              To study and evaluate the methods used to produce, package and market sub-tropical stone fruit and specialist citrus crops for the domestic and export markets - USA, UK, Netherlands
",1989,"WOODHEAD, Duncan","USA","yes"
"8937",3063,"
              To study and evaluate the methods used to produce, package and market sub-tropical stone fruit and specialist citrus crops for the domestic and export markets - USA, UK, Netherlands
",1989,"WOODHEAD, Duncan","UK","yes"
"8938",3063,"
              To study and evaluate the methods used to produce, package and market sub-tropical stone fruit and specialist citrus crops for the domestic and export markets - USA, UK, Netherlands
",1989,"WOODHEAD, Duncan","Netherlands","yes"
"8939",3064,"
              To study the methods used by overseas law enforcement agencies in the combating of organised crime - USA, Canada, Japan, Taiwan, Hong Kong
",1989,"YEUNG, Kai","USA","yes"
"8940",3064,"
              To study the methods used by overseas law enforcement agencies in the combating of organised crime - USA, Canada, Japan, Taiwan, Hong Kong
",1989,"YEUNG, Kai","Canada","yes"
"8941",3064,"
              To study the methods used by overseas law enforcement agencies in the combating of organised crime - USA, Canada, Japan, Taiwan, Hong Kong
",1989,"YEUNG, Kai","Japan","yes"
"8942",3064,"
              To study the methods used by overseas law enforcement agencies in the combating of organised crime - USA, Canada, Japan, Taiwan, Hong Kong
",1989,"YEUNG, Kai","Taiwan","yes"
"8943",3064,"
              To study the methods used by overseas law enforcement agencies in the combating of organised crime - USA, Canada, Japan, Taiwan, Hong Kong
",1989,"YEUNG, Kai","Hong Kong","no"
"8944",3065,"
              To visit selected renal programmes overseas in order to study aspects of renal failure and to observe programmes concerning nursing staff in specialty units - USA, Canada, UK, Italy
",1988,"ARCHIBALD PSM, Mary","USA","yes"
"8945",3065,"
              To visit selected renal programmes overseas in order to study aspects of renal failure and to observe programmes concerning nursing staff in specialty units - USA, Canada, UK, Italy
",1988,"ARCHIBALD PSM, Mary","Canada","yes"
"8946",3065,"
              To visit selected renal programmes overseas in order to study aspects of renal failure and to observe programmes concerning nursing staff in specialty units - USA, Canada, UK, Italy
",1988,"ARCHIBALD PSM, Mary","UK","yes"
"8947",3065,"
              To visit selected renal programmes overseas in order to study aspects of renal failure and to observe programmes concerning nursing staff in specialty units - USA, Canada, UK, Italy
",1988,"ARCHIBALD PSM, Mary","Italy","yes"
"8948",3066,"
              To study the relationship of traditional cultural dance, music and drama, in traditional and changing societies in Asia and Europe - Indonesia, China, Netherlands, Hungary
",1988,"ASKER, Don","Indonesia","yes"
"8949",3066,"
              To study the relationship of traditional cultural dance, music and drama, in traditional and changing societies in Asia and Europe - Indonesia, China, Netherlands, Hungary
",1988,"ASKER, Don","China","yes"
"8950",3066,"
              To study the relationship of traditional cultural dance, music and drama, in traditional and changing societies in Asia and Europe - Indonesia, China, Netherlands, Hungary
",1988,"ASKER, Don","Netherlands","yes"
"8951",3066,"
              To study the relationship of traditional cultural dance, music and drama, in traditional and changing societies in Asia and Europe - Indonesia, China, Netherlands, Hungary
",1988,"ASKER, Don","Hungary","yes"
"8952",3067,"
              To study industry developments in efficient marketing and retailing of red meat in the USA and UK and to undertake advanced courses for Master Butchers in meat and smallgoods preparation and marketing in Europe - USA, UK, Germany, Switzerland, France
",1988,"BAKER, Richard","USA","yes"
"8953",3067,"
              To study industry developments in efficient marketing and retailing of red meat in the USA and UK and to undertake advanced courses for Master Butchers in meat and smallgoods preparation and marketing in Europe - USA, UK, Germany, Switzerland, France
",1988,"BAKER, Richard","UK","yes"
"8954",3067,"
              To study industry developments in efficient marketing and retailing of red meat in the USA and UK and to undertake advanced courses for Master Butchers in meat and smallgoods preparation and marketing in Europe - USA, UK, Germany, Switzerland, France
",1988,"BAKER, Richard","Germany","yes"
"8955",3067,"
              To study industry developments in efficient marketing and retailing of red meat in the USA and UK and to undertake advanced courses for Master Butchers in meat and smallgoods preparation and marketing in Europe - USA, UK, Germany, Switzerland, France
",1988,"BAKER, Richard","Switzerland","yes"
"8956",3067,"
              To study industry developments in efficient marketing and retailing of red meat in the USA and UK and to undertake advanced courses for Master Butchers in meat and smallgoods preparation and marketing in Europe - USA, UK, Germany, Switzerland, France
",1988,"BAKER, Richard","France","yes"
"8957",3068,"
              To investigate the export market potential and requirements for Australian fresh fruit and vegetables - UK, France, Germany, USA, Canada
",1988,"BAKER, John","UK","yes"
"8958",3068,"
              To investigate the export market potential and requirements for Australian fresh fruit and vegetables - UK, France, Germany, USA, Canada
",1988,"BAKER, John","France","yes"
"8959",3068,"
              To investigate the export market potential and requirements for Australian fresh fruit and vegetables - UK, France, Germany, USA, Canada
",1988,"BAKER, John","Germany","yes"
"8960",3068,"
              To investigate the export market potential and requirements for Australian fresh fruit and vegetables - UK, France, Germany, USA, Canada
",1988,"BAKER, John","USA","yes"
"8961",3068,"
              To investigate the export market potential and requirements for Australian fresh fruit and vegetables - UK, France, Germany, USA, Canada
",1988,"BAKER, John","Canada","yes"
"8962",3069,"
              To examine techniques and curriculum development for the training of interpreters for the deaf and to examine the provision of interpreting services - USA
",1988,"BALLARD, Ward","USA","yes"
"8963",3070,"
              To study security and control of licit poppy cultivation, legislation, administrative, investigative and enforcement techniques and the relationship with the illicit drug trade - Austria, Germany, Denmark, Canada, USA
",1988,"BENNETT, Barry","Austria","yes"
"8964",3070,"
              To study security and control of licit poppy cultivation, legislation, administrative, investigative and enforcement techniques and the relationship with the illicit drug trade - Austria, Germany, Denmark, Canada, USA
",1988,"BENNETT, Barry","Germany","yes"
"8965",3070,"
              To study security and control of licit poppy cultivation, legislation, administrative, investigative and enforcement techniques and the relationship with the illicit drug trade - Austria, Germany, Denmark, Canada, USA
",1988,"BENNETT, Barry","Denmark","yes"
"8966",3070,"
              To study security and control of licit poppy cultivation, legislation, administrative, investigative and enforcement techniques and the relationship with the illicit drug trade - Austria, Germany, Denmark, Canada, USA
",1988,"BENNETT, Barry","Canada","yes"
"8967",3070,"
              To study security and control of licit poppy cultivation, legislation, administrative, investigative and enforcement techniques and the relationship with the illicit drug trade - Austria, Germany, Denmark, Canada, USA
",1988,"BENNETT, Barry","USA","yes"
"8968",3071,"
              To investigate the use of relaxation procedures for counter-acting the harmful effects of stress and treating stress-related conditions such as tinnitus, phobias and pain - UK, USA
",1988,"BEVAN, Anthony","UK","yes"
"8969",3071,"
              To investigate the use of relaxation procedures for counter-acting the harmful effects of stress and treating stress-related conditions such as tinnitus, phobias and pain - UK, USA
",1988,"BEVAN, Anthony","USA","yes"
"8970",3072,"
              To study all aspects of rice production at major research institutions and to apply the knowledge gained to the development of the North Queensland rice industry - Phillipines, Japan, USA, Columbia
",1988,"BORRELL, Andrew","Phillipines","no"
"8971",3072,"
              To study all aspects of rice production at major research institutions and to apply the knowledge gained to the development of the North Queensland rice industry - Phillipines, Japan, USA, Columbia
",1988,"BORRELL, Andrew","Japan","yes"
"8972",3072,"
              To study all aspects of rice production at major research institutions and to apply the knowledge gained to the development of the North Queensland rice industry - Phillipines, Japan, USA, Columbia
",1988,"BORRELL, Andrew","USA","yes"
"8973",3072,"
              To study all aspects of rice production at major research institutions and to apply the knowledge gained to the development of the North Queensland rice industry - Phillipines, Japan, USA, Columbia
",1988,"BORRELL, Andrew","Columbia","no"
"8974",3073,"
              To visit major overseas wetland and wildlife centres to establish contact and gain first hand information on aspects of wetland conservation and apply such knowledge at the Shortland Wetlands Centre in Newcastle - UK, USA, France
",1988,"BROWN, Graeme","UK","yes"
"8975",3073,"
              To visit major overseas wetland and wildlife centres to establish contact and gain first hand information on aspects of wetland conservation and apply such knowledge at the Shortland Wetlands Centre in Newcastle - UK, USA, France
",1988,"BROWN, Graeme","USA","yes"
"8976",3073,"
              To visit major overseas wetland and wildlife centres to establish contact and gain first hand information on aspects of wetland conservation and apply such knowledge at the Shortland Wetlands Centre in Newcastle - UK, USA, France
",1988,"BROWN, Graeme","France","yes"
"8977",3074,"
              To visit a number of centres of excellence in the USA to observe the application of technologies in the education and lifestyle of hearing impaired people - USA
",1988,"BYTHEWAY, Len","USA","yes"
"8978",3075,"
              To meet with and study the techniques of puppetry as practised by leading international artists in this highly specialised art form - Japan, France, Netherlands, Germany, Czech Republic
",1988,"CARPENTER, Kim","Japan","yes"
"8979",3075,"
              To meet with and study the techniques of puppetry as practised by leading international artists in this highly specialised art form - Japan, France, Netherlands, Germany, Czech Republic
",1988,"CARPENTER, Kim","France","yes"
"8980",3075,"
              To meet with and study the techniques of puppetry as practised by leading international artists in this highly specialised art form - Japan, France, Netherlands, Germany, Czech Republic
",1988,"CARPENTER, Kim","Netherlands","yes"
"8981",3075,"
              To meet with and study the techniques of puppetry as practised by leading international artists in this highly specialised art form - Japan, France, Netherlands, Germany, Czech Republic
",1988,"CARPENTER, Kim","Germany","yes"
"8982",3075,"
              To meet with and study the techniques of puppetry as practised by leading international artists in this highly specialised art form - Japan, France, Netherlands, Germany, Czech Republic
",1988,"CARPENTER, Kim","Czech Republic","yes"
"8983",3076,"
              To study the formation of self-help and community groups which would assist Christmas Island Chinese in settling into Australian society - Australia
",1988,"CHEAH, Nancy","Australia","yes"
"8984",3077,"
              To study the techniques employed in dealing with organised crime by overseas law enforcement agencies, with particular reference to criminal gangs, with a view to introduction of suitable strategies in the Australian Police Force - USA, Canada
",1988,"CURRAN, Kevin","USA","yes"
"8985",3077,"
              To study the techniques employed in dealing with organised crime by overseas law enforcement agencies, with particular reference to criminal gangs, with a view to introduction of suitable strategies in the Australian Police Force - USA, Canada
",1988,"CURRAN, Kevin","Canada","yes"
"8986",3078,"
              To obtain experience and skills in botanical illustration and printing techniques and to gain access to archival material - UK, Netherlands
",1988,"DASHORST, Gilbert","UK","yes"
"8987",3078,"
              To obtain experience and skills in botanical illustration and printing techniques and to gain access to archival material - UK, Netherlands
",1988,"DASHORST, Gilbert","Netherlands","yes"
"8988",3080,"
              To ascertain overseas trends in the electronic industry applicable to the Australian development of high value added exportable products to assist Australian industry to gain and maintain a competitive position in world markets - USA, UK, Germany
",1988,"DAVIS, Andrew","USA","yes"
"8989",3080,"
              To ascertain overseas trends in the electronic industry applicable to the Australian development of high value added exportable products to assist Australian industry to gain and maintain a competitive position in world markets - USA, UK, Germany
",1988,"DAVIS, Andrew","UK","yes"
"8990",3080,"
              To ascertain overseas trends in the electronic industry applicable to the Australian development of high value added exportable products to assist Australian industry to gain and maintain a competitive position in world markets - USA, UK, Germany
",1988,"DAVIS, Andrew","Germany","yes"
"8991",3081,"
              The Samuel and Eileen Glyuas Churchill Fellowship to undertake a three months study programme in order to develop and apply new technology to pasture disease research in North Queensland - Columbia, Brazil
",1988,"DAVIS, Robert","Columbia","no"
"8992",3081,"
              The Samuel and Eileen Glyuas Churchill Fellowship to undertake a three months study programme in order to develop and apply new technology to pasture disease research in North Queensland - Columbia, Brazil
",1988,"DAVIS, Robert","Brazil","yes"
"8993",3082,"
              The Peter Mitchell Churchill Fellowship to observe and participate in camping programmes for disabled people - Canada, USA
",1988,"DENNEWALD (NOW BEGG), Fiona","Canada","yes"
"8994",3082,"
              The Peter Mitchell Churchill Fellowship to observe and participate in camping programmes for disabled people - Canada, USA
",1988,"DENNEWALD (NOW BEGG), Fiona","USA","yes"
"8995",3083,"
              To visit museums and major European ceramic factories to study various aspects of contemporary and historic ceramics - UK, France, Germany, Denmark, Finland
",1988,"ELMS, Georgina","UK","yes"
"8996",3083,"
              To visit museums and major European ceramic factories to study various aspects of contemporary and historic ceramics - UK, France, Germany, Denmark, Finland
",1988,"ELMS, Georgina","France","yes"
"8997",3083,"
              To visit museums and major European ceramic factories to study various aspects of contemporary and historic ceramics - UK, France, Germany, Denmark, Finland
",1988,"ELMS, Georgina","Germany","yes"
"8998",3083,"
              To visit museums and major European ceramic factories to study various aspects of contemporary and historic ceramics - UK, France, Germany, Denmark, Finland
",1988,"ELMS, Georgina","Denmark","yes"
"8999",3083,"
              To visit museums and major European ceramic factories to study various aspects of contemporary and historic ceramics - UK, France, Germany, Denmark, Finland
",1988,"ELMS, Georgina","Finland","yes"
"9000",3084,"
              To investigate successful overseas experiences in introducing new technology and the nature of future technology as a basis for developing solutions and strategies for the Australian coal mining industry - Sweden, Germany, USA
",1988,"GALVIN, James","Sweden","yes"
"9001",3084,"
              To investigate successful overseas experiences in introducing new technology and the nature of future technology as a basis for developing solutions and strategies for the Australian coal mining industry - Sweden, Germany, USA
",1988,"GALVIN, James","Germany","yes"
"9002",3084,"
              To investigate successful overseas experiences in introducing new technology and the nature of future technology as a basis for developing solutions and strategies for the Australian coal mining industry - Sweden, Germany, USA
",1988,"GALVIN, James","USA","yes"
"9003",3085,"
              To study techniques and management of the publication of serious music and its promotion with particular reference to its application in Australia - UK, Hungary, Denmark, Austria, Germany, USA
",1988,"GRIMSHAW, Peter","UK","yes"
"9004",3085,"
              To study techniques and management of the publication of serious music and its promotion with particular reference to its application in Australia - UK, Hungary, Denmark, Austria, Germany, USA
",1988,"GRIMSHAW, Peter","Hungary","yes"
"9005",3085,"
              To study techniques and management of the publication of serious music and its promotion with particular reference to its application in Australia - UK, Hungary, Denmark, Austria, Germany, USA
",1988,"GRIMSHAW, Peter","Denmark","yes"
"9006",3085,"
              To study techniques and management of the publication of serious music and its promotion with particular reference to its application in Australia - UK, Hungary, Denmark, Austria, Germany, USA
",1988,"GRIMSHAW, Peter","Austria","yes"
"9007",3085,"
              To study techniques and management of the publication of serious music and its promotion with particular reference to its application in Australia - UK, Hungary, Denmark, Austria, Germany, USA
",1988,"GRIMSHAW, Peter","Germany","yes"
"9008",3085,"
              To study techniques and management of the publication of serious music and its promotion with particular reference to its application in Australia - UK, Hungary, Denmark, Austria, Germany, USA
",1988,"GRIMSHAW, Peter","USA","yes"
"9009",3086,"
              The Australian Institute of Parks and Recreation Education Trust Fund Churchill Fellowship to study methods and developments in the management of wetlands and waterfowl in the USA - USA
",1988,"HARPER PSM, Michael","USA","yes"
"9010",3087,"
              To study life support systems and management of public aquariums, particularly those aquariums with successful coral reef displays - USA, Canada, Japan, Hong Kong
",1988,"HARRIOTT, Vicki","USA","yes"
"9011",3087,"
              To study life support systems and management of public aquariums, particularly those aquariums with successful coral reef displays - USA, Canada, Japan, Hong Kong
",1988,"HARRIOTT, Vicki","Canada","yes"
"9012",3087,"
              To study life support systems and management of public aquariums, particularly those aquariums with successful coral reef displays - USA, Canada, Japan, Hong Kong
",1988,"HARRIOTT, Vicki","Japan","yes"
"9013",3087,"
              To study life support systems and management of public aquariums, particularly those aquariums with successful coral reef displays - USA, Canada, Japan, Hong Kong
",1988,"HARRIOTT, Vicki","Hong Kong","no"
"9014",3088,"
              To investigate the role of the domiciliary pharmacist in enhancing medication compliance in the elderly - USA, Canada, UK, Netherlands, Sweden, Denmark
",1988,"HIGGINS, Gwenith","USA","yes"
"9015",3088,"
              To investigate the role of the domiciliary pharmacist in enhancing medication compliance in the elderly - USA, Canada, UK, Netherlands, Sweden, Denmark
",1988,"HIGGINS, Gwenith","Canada","yes"
"9016",3088,"
              To investigate the role of the domiciliary pharmacist in enhancing medication compliance in the elderly - USA, Canada, UK, Netherlands, Sweden, Denmark
",1988,"HIGGINS, Gwenith","UK","yes"
"9017",3088,"
              To investigate the role of the domiciliary pharmacist in enhancing medication compliance in the elderly - USA, Canada, UK, Netherlands, Sweden, Denmark
",1988,"HIGGINS, Gwenith","Netherlands","yes"
"9018",3088,"
              To investigate the role of the domiciliary pharmacist in enhancing medication compliance in the elderly - USA, Canada, UK, Netherlands, Sweden, Denmark
",1988,"HIGGINS, Gwenith","Sweden","yes"
"9019",3088,"
              To investigate the role of the domiciliary pharmacist in enhancing medication compliance in the elderly - USA, Canada, UK, Netherlands, Sweden, Denmark
",1988,"HIGGINS, Gwenith","Denmark","yes"
"9020",3089,"
              To obtain practical and useful information from world recognised education institutions associated with catering and hospitality training and to research student standards and courses of study for cooks, chefs and fast food operators - USA, Canada
",1988,"HILL, George","USA","yes"
"9021",3089,"
              To obtain practical and useful information from world recognised education institutions associated with catering and hospitality training and to research student standards and courses of study for cooks, chefs and fast food operators - USA, Canada
",1988,"HILL, George","Canada","yes"
"9022",3090,"
              The Percy Baxter Charitable Trust Churchill Fellowship to study aspects of helicopter ambulance services and their application to the current services available in Australia - France, Germany, Canada, USA
",1988,"HOGAN, Philip","France","yes"
"9023",3090,"
              The Percy Baxter Charitable Trust Churchill Fellowship to study aspects of helicopter ambulance services and their application to the current services available in Australia - France, Germany, Canada, USA
",1988,"HOGAN, Philip","Germany","yes"
"9024",3090,"
              The Percy Baxter Charitable Trust Churchill Fellowship to study aspects of helicopter ambulance services and their application to the current services available in Australia - France, Germany, Canada, USA
",1988,"HOGAN, Philip","Canada","yes"
"9025",3090,"
              The Percy Baxter Charitable Trust Churchill Fellowship to study aspects of helicopter ambulance services and their application to the current services available in Australia - France, Germany, Canada, USA
",1988,"HOGAN, Philip","USA","yes"
"9026",3091,"
              To visit the Arthritis Foundation of Australia to undertake training in all aspects of the education and management of arthritis in order to establish a voluntary arthritis education programme suitable for Norfolk Island's needs - Australia
",1988,"HOGDEN, Dale","Australia","yes"
"9027",3093,"
              To visit research institutions and manufacturers of scientific instrumentation and equipment and to study their approach to the design, development and manufacture of such equipment - USA, UK, Canada
",1988,"HULSE, Barrie","USA","yes"
"9028",3093,"
              To visit research institutions and manufacturers of scientific instrumentation and equipment and to study their approach to the design, development and manufacture of such equipment - USA, UK, Canada
",1988,"HULSE, Barrie","UK","yes"
"9029",3093,"
              To visit research institutions and manufacturers of scientific instrumentation and equipment and to study their approach to the design, development and manufacture of such equipment - USA, UK, Canada
",1988,"HULSE, Barrie","Canada","yes"
"9030",3094,"
              To study how historical societies organise and administer their groups and to compare the styles and presentation of these societies  - UK
",1988,"HUNT, Joan","UK","yes"
"9031",3097,"
              To visit people and institutions which provide education for older people, from recently retired to frail-aged, and to obtain practical details of their schemes and implementation strategies - UK, France, Sweden, USA, Canada
",1988,"LATONA, Kris","UK","yes"
"9032",3097,"
              To visit people and institutions which provide education for older people, from recently retired to frail-aged, and to obtain practical details of their schemes and implementation strategies - UK, France, Sweden, USA, Canada
",1988,"LATONA, Kris","France","yes"
"9033",3097,"
              To visit people and institutions which provide education for older people, from recently retired to frail-aged, and to obtain practical details of their schemes and implementation strategies - UK, France, Sweden, USA, Canada
",1988,"LATONA, Kris","Sweden","yes"
"9034",3097,"
              To visit people and institutions which provide education for older people, from recently retired to frail-aged, and to obtain practical details of their schemes and implementation strategies - UK, France, Sweden, USA, Canada
",1988,"LATONA, Kris","USA","yes"
"9035",3097,"
              To visit people and institutions which provide education for older people, from recently retired to frail-aged, and to obtain practical details of their schemes and implementation strategies - UK, France, Sweden, USA, Canada
",1988,"LATONA, Kris","Canada","yes"
"9036",3099,"
              To attend a course in Switzerland for persons who are qualified watchmakers and to visit workshops to derive skills and knowledge for the restoration of antique watches and clocks - Switzerland, Netherlands, UK
",1988,"MARKERINK, Andrew","Switzerland","yes"
"9037",3099,"
              To attend a course in Switzerland for persons who are qualified watchmakers and to visit workshops to derive skills and knowledge for the restoration of antique watches and clocks - Switzerland, Netherlands, UK
",1988,"MARKERINK, Andrew","Netherlands","yes"
"9038",3099,"
              To attend a course in Switzerland for persons who are qualified watchmakers and to visit workshops to derive skills and knowledge for the restoration of antique watches and clocks - Switzerland, Netherlands, UK
",1988,"MARKERINK, Andrew","UK","yes"
"9039",3100,"
              To visit centres with experience in managing large numbers of AIDS patients to gain expertise that will enable optimal use of existing hospital inpatient and outpatient facilities - USA
",1988,"MARRIOTT, Deborah","USA","yes"
"9040",3102,"
              To study the scientific prodecures used to analyse the geological and biological characteristics of nature reserves and the impact of agricultural and other developments on the ecological balance between them - Netherlands, UK, Canada
",1988,"NEWBEY, Kenneth","Netherlands","yes"
"9041",3102,"
              To study the scientific prodecures used to analyse the geological and biological characteristics of nature reserves and the impact of agricultural and other developments on the ecological balance between them - Netherlands, UK, Canada
",1988,"NEWBEY, Kenneth","UK","yes"
"9042",3102,"
              To study the scientific prodecures used to analyse the geological and biological characteristics of nature reserves and the impact of agricultural and other developments on the ecological balance between them - Netherlands, UK, Canada
",1988,"NEWBEY, Kenneth","Canada","yes"
"9043",3103,"
              The UK Winston Churchill Memorial Trust Churchill Fellowship to study rescue procedures, types of craft and equipment and attend a training course at Poole for instructors and crew coxswains - UK
",1988,"O'BRIEN, Malcolm","UK","yes"
"9044",3104,"
              To study in detail the Spanish cultural practices, specifically pruning techniques, employed in the production of fresh market citrus fruits and also the packaging and marketing methods for export - Spain
",1988,"ORTON, Ann","Spain","yes"
"9045",3105,"
              To study training of personnel in the furniture removal industry - UK, USA, Canada
",1988,"PASK, Gary","UK","yes"
"9046",3105,"
              To study training of personnel in the furniture removal industry - UK, USA, Canada
",1988,"PASK, Gary","USA","yes"
"9047",3105,"
              To study training of personnel in the furniture removal industry - UK, USA, Canada
",1988,"PASK, Gary","Canada","yes"
"9048",3106,"
              To gain experience, further technical skills and stimulation from a wide range of practising artisans and to study furniture design and making at Penland Institute for Craft and Haystack Mountain School of Craft - USA
",1988,"PHILLIPS, Mark","USA","yes"
"9049",3107,"
              To interact with experienced storytellers, research stories and ideas for presentation and investigate workshops in order to gain expertise as a storyteller - Canada, USA
",1988,"PHILP, Margaret","Canada","yes"
"9050",3107,"
              To interact with experienced storytellers, research stories and ideas for presentation and investigate workshops in order to gain expertise as a storyteller - Canada, USA
",1988,"PHILP, Margaret","USA","yes"
"9051",3108,"
              To visit industry consultants, government agencies and academic institutes to discuss, study and evaluate industrial risk analysis, methodology, assessment and policy - UK, Netherlands, France
",1988,"PRADHAN, William","UK","yes"
"9052",3108,"
              To visit industry consultants, government agencies and academic institutes to discuss, study and evaluate industrial risk analysis, methodology, assessment and policy - UK, Netherlands, France
",1988,"PRADHAN, William","Netherlands","yes"
"9053",3108,"
              To visit industry consultants, government agencies and academic institutes to discuss, study and evaluate industrial risk analysis, methodology, assessment and policy - UK, Netherlands, France
",1988,"PRADHAN, William","France","yes"
"9054",3109,"
              To investigate the techniques employed by others in collecting, displaying and maintaining similar ecological systems to that of Indo Pacific Marine, to gain expertise and bring about an improved exhibition at that aquarium - New Caledonia, Japan
",1988,"PRETTY, Helene","New Caledonia","yes"
"9055",3109,"
              To investigate the techniques employed by others in collecting, displaying and maintaining similar ecological systems to that of Indo Pacific Marine, to gain expertise and bring about an improved exhibition at that aquarium - New Caledonia, Japan
",1988,"PRETTY, Helene","Japan","yes"
"9056",3110,"
              The Sir William Kilpatrick Churchill Fellowship to study developments in services for persons with irreversible dementia, with particular emphasis on residential facilities providing extended care services - Netherlands, Norway, Sweden, UK, USA
",1988,"PRITCHARD, Robyn","Netherlands","yes"
"9057",3110,"
              The Sir William Kilpatrick Churchill Fellowship to study developments in services for persons with irreversible dementia, with particular emphasis on residential facilities providing extended care services - Netherlands, Norway, Sweden, UK, USA
",1988,"PRITCHARD, Robyn","Norway","yes"
"9058",3110,"
              The Sir William Kilpatrick Churchill Fellowship to study developments in services for persons with irreversible dementia, with particular emphasis on residential facilities providing extended care services - Netherlands, Norway, Sweden, UK, USA
",1988,"PRITCHARD, Robyn","Sweden","yes"
"9059",3110,"
              The Sir William Kilpatrick Churchill Fellowship to study developments in services for persons with irreversible dementia, with particular emphasis on residential facilities providing extended care services - Netherlands, Norway, Sweden, UK, USA
",1988,"PRITCHARD, Robyn","UK","yes"
"9060",3110,"
              The Sir William Kilpatrick Churchill Fellowship to study developments in services for persons with irreversible dementia, with particular emphasis on residential facilities providing extended care services - Netherlands, Norway, Sweden, UK, USA
",1988,"PRITCHARD, Robyn","USA","yes"
"9061",3111,"
              The A.V. Jennings Churchill Fellowship to study the design, construction and management of co-operative housing in order to provide secure and affordable housing for low income earners - UK, Canada
",1988,"RICHARDS, Peter","UK","yes"
"9062",3111,"
              The A.V. Jennings Churchill Fellowship to study the design, construction and management of co-operative housing in order to provide secure and affordable housing for low income earners - UK, Canada
",1988,"RICHARDS, Peter","Canada","yes"
"9063",3113,"
              To visit centres of research into mosquito biology, the epidemiology of mosquito-borne diseases and mosquito control technologies, and review and investigate aspects relevant to Australia, particularly south-eastern Australia - USA, Canada, UK, Japan
",1988,"RUSSEL, Richard","USA","yes"
"9064",3113,"
              To visit centres of research into mosquito biology, the epidemiology of mosquito-borne diseases and mosquito control technologies, and review and investigate aspects relevant to Australia, particularly south-eastern Australia - USA, Canada, UK, Japan
",1988,"RUSSEL, Richard","Canada","yes"
"9065",3113,"
              To visit centres of research into mosquito biology, the epidemiology of mosquito-borne diseases and mosquito control technologies, and review and investigate aspects relevant to Australia, particularly south-eastern Australia - USA, Canada, UK, Japan
",1988,"RUSSEL, Richard","UK","yes"
"9066",3113,"
              To visit centres of research into mosquito biology, the epidemiology of mosquito-borne diseases and mosquito control technologies, and review and investigate aspects relevant to Australia, particularly south-eastern Australia - USA, Canada, UK, Japan
",1988,"RUSSEL, Richard","Japan","yes"
"9067",3114,"
              To study and assess developments in intensive production of sheep and goats with emphasis on nutrition, management, housing and welfare in order to improve efficiency and acceptability of live export enterprises - USA, France, UK
",1988,"SCARLETT, Edward","USA","yes"
"9068",3114,"
              To study and assess developments in intensive production of sheep and goats with emphasis on nutrition, management, housing and welfare in order to improve efficiency and acceptability of live export enterprises - USA, France, UK
",1988,"SCARLETT, Edward","France","yes"
"9069",3114,"
              To study and assess developments in intensive production of sheep and goats with emphasis on nutrition, management, housing and welfare in order to improve efficiency and acceptability of live export enterprises - USA, France, UK
",1988,"SCARLETT, Edward","UK","yes"
"9070",3115,"
              The UK Winston Churchill Memorial Trust Churchill Fellowship to study airport security with particular emphasis on policing arrangements - Germany, UK, Canada
",1988,"STARK, Bruce","Germany","yes"
"9071",3115,"
              The UK Winston Churchill Memorial Trust Churchill Fellowship to study airport security with particular emphasis on policing arrangements - Germany, UK, Canada
",1988,"STARK, Bruce","UK","yes"
"9072",3115,"
              The UK Winston Churchill Memorial Trust Churchill Fellowship to study airport security with particular emphasis on policing arrangements - Germany, UK, Canada
",1988,"STARK, Bruce","Canada","yes"
"9073",3118,"
              The Swire Group Churchill Fellowship to examine farm management strategies used by the Israeli and USA cotton industries in order to assist Australian cotton producers to become more efficient and remain competitive in the world market - Israel, USA
",1988,"TURNER (now Volck), Josephine","Israel","yes"
"9074",3118,"
              The Swire Group Churchill Fellowship to examine farm management strategies used by the Israeli and USA cotton industries in order to assist Australian cotton producers to become more efficient and remain competitive in the world market - Israel, USA
",1988,"TURNER (now Volck), Josephine","USA","yes"
"9075",3119,"
              The Australian War Memorial Churchill Fellowship to study federal and provincial museum policies and the implementation of extension services and to study display, education and information programmes and their use of audio visual and computer systems - U
",1988,"WALLACE, Greg","U","no"
"9076",3120,"
              To study at an international level the results of long term cannabis use and the ramifications of decriminalisation - Netherlands, Switzerland, Spain, Egypt
",1988,"WALTERS, Elaine","Netherlands","yes"
"9077",3120,"
              To study at an international level the results of long term cannabis use and the ramifications of decriminalisation - Netherlands, Switzerland, Spain, Egypt
",1988,"WALTERS, Elaine","Switzerland","yes"
"9078",3120,"
              To study at an international level the results of long term cannabis use and the ramifications of decriminalisation - Netherlands, Switzerland, Spain, Egypt
",1988,"WALTERS, Elaine","Spain","yes"
"9079",3120,"
              To study at an international level the results of long term cannabis use and the ramifications of decriminalisation - Netherlands, Switzerland, Spain, Egypt
",1988,"WALTERS, Elaine","Egypt","yes"
"9080",3121,"
              To survey water use management and agroforestry expertise outside Australia to determine its application to Western Australia, with particular reference to the further development of integrated whole farm/whole landscape system planning - USA, UK, Netherl
",1988,"WATKINS, Ronald","USA","yes"
